username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,
";2020-05-03 20:27;4;14;""The moment a Kenyan on Twitter get a bigger audience they become condescending", some suddenly start tweeting in English with all kinds of chicken shit advices that most of us don't wanna hear. Some of you nowadays are boring asf," spare us your bruised Ego..."";;;;""1256998807532961793"";https://twitter.com/AllKenyan_KE/status/1256998807532961793",,,,,,,
";2020-05-03 20:19;0;1;""Kenyans on Twitter watching pic.twitter.com/FWwJvzp7K1"";;;;""1256996701296119809"";https://twitter.com/mpishi_hoe_dari/status/1256996701296119809",,,,,,,,,
";2020-05-03 19:59;0;1;""Haha... We regret ever saying that... On behalf of all kenyans on Twitter am sorry"";;;;""1256991712158846976"";https://twitter.com/_lmuiruri/status/1256991712158846976",,,,,,,,,
";2020-05-03 19:58;0;0;""Hii covid 19 has come to unite all Kenyans on Twitter and especially Nuclear families."";;;;""1256991570831773698"";https://twitter.com/mkenya31/status/1256991570831773698",,,,,,,,,
";2020-05-03 19:54;0;0;""Nigerians act like they own Africa", bullshit.. Try Kenyans on Twitter," you'll be roasted alive"";;;;""1256990558997839875"";https://twitter.com/davynjoro8/status/1256990558997839875",,,,,,,
";2020-05-03 19:39;0;0;""Kenyans watching Nigeria colonizing Uganda on Twitter#UGANIG pic.twitter.com/d6ivu0h1Zq"";;;#UGANIG;""1256986699797794819"";https://twitter.com/danforrd/status/1256986699797794819",,,,,,,,,
";2020-05-03 19:23;0;0;""He can’t win when he’s Kenyan fighting on Twitter. He’s KOT. There’s never a Man U v Man U game. Just training"";;;;""1256982710456913921"";https://twitter.com/Laktar_/status/1256982710456913921",,,,,,,,,
";2020-05-03 19:12;0;4;""It's not a clandestine to kenyan's on twitter"," that off late you're sponsored by Gvn Mohamed Ali of Marsabit to tarnish Cs Treasury. Verify your lame allegations"";;;;""1256979858544046081"";https://twitter.com/Yatani21/status/1256979858544046081",,,,,,,,
";2020-05-03 18:51;0;1;""Even # Ghana wants to trend on Twitter..better tell your President to start dressing well and stop dressing like a Kenyan hunter # ghanavsnigeria"";;;# #;""1256974559821135873"";https://twitter.com/Hon_PeterBabs/status/1256974559821135873",,,,,,,,,
";2020-05-03 18:33;0;0;""I think this one is one sided. I think the only people who can deal with Nigerians are Kenyans on twitter # UGANIG"";;;#;""1256970172285571081"";https://twitter.com/olemuturi/status/1256970172285571081",,,,,,,,,
";2020-05-03 18:31;0;0;""Kenyan journalists are an amazing lot. They attend govt daily briefings on#Covid-19", listen and tale notes. They don't ask questions," instead they come to twitter to make threads on the questions they could have asked the presser."";;;#Covid;""1256969728561541120"";https://twitter.com/frankchalre/status/1256969728561541120",,,,,,,
";2020-05-03 18:30;0;0;""simple search will tell you that Kenyans are the most active people on Twitter even the government conducts its services and announcements on Twitter I doubt your president has a twitter account 83% of Kenyans are connected with WiFi can you say the same"";;;;""1256969369558618112"";https://twitter.com/StevenKatun/status/1256969369558618112",,,,,,,,,
";2020-05-03 18:12;0;0;""This is just a blog post by a kenyan citizen", even our population on twitter pass your entire census number," so you cant bully us guy"";;;;""1256964981783961603"";https://twitter.com/HabuSadeik/status/1256964981783961603",,,,,,,
";2020-05-03 18:02;0;5;""Nigerians on twitter are finishing Museveni's people on # UGANIG twar Ugandans are now asking for back-up from Kenyans https://twitter.com/ArianaGrande/status/1097910545510936576 …"";;;#;""1256962225442562050"";https://twitter.com/PrettyAmmina/status/1256962225442562050",,,,,,,,,
";2020-05-03 17:54;0;4;""After Ugandans were roasted by Kenyans on twitter few days ago now Nigerians are doing the same thing Plz Ugandans surrender!! # UGANIG"";;;#;""1256960365855989767"";https://twitter.com/BrianAtandi/status/1256960365855989767",,,,,,,,,
";2020-05-03 16:51;0;1;""Hello Nigerians"," stop trolling the weak Ugandans. Try the world class KENYANS ON TWITTER (KOT) # UGANIG THANKS"";;;#;""1256944366775676930"";https://twitter.com/ItsNyagah/status/1256944366775676930",,,,,,,,
";2020-05-03 16:43;1;8;""Uganda", if you surely want to win this twar with Ogas talk to your good neighbors," KOT. We've been known & r famous for slaying opponents. Imagine our president had to surrender to us & left Twitter. KOT's advice can make you down Nigeria in some Boko Haram sink hole. # UGANIG"";;;#;""1256942456387534849"";https://twitter.com/KOTDCI1/status/1256942456387534849",,,,,,,
";2020-05-03 16:24;0;0;""You guys try Kenyans best know as Kenyans on twitter(KOT)then you see fireworks"";;;;""1256937627078602752"";https://twitter.com/MunanieEunice/status/1256937627078602752",,,,,,,,,
";2020-05-03 16:03;0;4;""# UGANIG Ugandans walked past Somalia", Benin, Togo Mali they didn’t drag them, they saw Ghanaians and Kenyans they didn’t drag them," They now choose to Drag Nigerians Ah! Nigerians o on twitter. Lol RIP Uganda pic.twitter.com/BDZ4ICeH7a"";;;#;""1256932452557357056"";https://twitter.com/TheHolyman_/status/1256932452557357056",,,,,
";2020-05-03 15:59;0;0;""Kenyans on Twitter just need 30 minutes to silence Nigerians.We've done it before. In case Ugandans need help from a kind neighbour -just summon the # KOT army#UGANIG"";;;# #UGANIG;""1256931444653506560"";https://twitter.com/mburu_dann/status/1256931444653506560",,,,,,,,,
";2020-05-03 15:46;0;0;""you are so scared of your name you can’t even use it on twitter my brain works just fine like I said Kenya is built by Kenyans let’s get one thing clear your country isn’t known for its beauty"";;;;""1256928003327746050"";https://twitter.com/StevenKatun/status/1256928003327746050",,,,,,,,,
";2020-05-03 15:36;0;0;""Credit for what we don’t care about clout just don’t mess with Kenyans on Twitter ask bbc or cnn or Greece they will have an answer for you yes white man came from Headquarters Private jet to apologize to Kenyans in person just because we bashed them on Twitter"";;;;""1256925641104130050"";https://twitter.com/StevenKatun/status/1256925641104130050",,,,,,,,,
";2020-05-03 15:28;0;1;""In the past", I have seen Nigerians drag S/Africans, Ghanaians," Kenyans etc on twitter. Today is # UgandaVsNigeria. Is this peculiar to Nigerian twitter community alone? Do other countries engage in this on twitter also? Just curious. # UGANIG # MadagascarCure # COVIDー19 # lockdown"";;;# # # # #;""1256923639011835904"";https://twitter.com/Oviebrown/status/1256923639011835904",,,,,,
";2020-05-03 15:07;0;0;""Breaking News!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Kenyan Deputy president"," William Samoei Ruto lost the Presidential election because of one Particular Kenyan on Twitter."";;;;""1256918215520931841"";https://twitter.com/LakerGuy23/status/1256918215520931841",,,,,,,,
";2020-05-03 14:57;1;37;""S/O to the K.O.T Kenyan's on Twitter # Kemitalkshttps://twitter.com/KenyanTrump/status/1256909762660388865 …"";;;#;""1256915768681381888"";https://twitter.com/KemiOlunloyo/status/1256915768681381888",,,,,,,,,
";2020-05-03 14:55;0;1;""Uganda never embark on any Twitter fight with Nigeria no country has ever win us the last 16 years. # Kenyans and Ghanaians can relate last year"";;;#;""1256915338459045892"";https://twitter.com/emperorabdul_/status/1256915338459045892",,,,,,,,,
";2020-05-03 13:01;9;5;""A legislator nearly murdered another man but he's receiving praise after teaching Mathematics on social media. Uhuru has nothing to fear on this twitter noise absolutely nothing from Kenyans."";;;;""1256886642100654080"";https://twitter.com/OlindPaul/status/1256886642100654080",,,,,,,,,
";2020-05-03 12:16;0;0;""Well first thing first: Not everyone who is black on Twitter is an African American. This guy is a Kenyan in Kenya. He doesn’t speak for black Americans."";;;;""1256875208427876353"";https://twitter.com/adrian_hicks/status/1256875208427876353",,,,,,,,,
";2020-05-03 11:51;1;0;""Kenyans on Twitter offering their expert opinions be like... pic.twitter.com/L0SMRtDcI9"";;;;""1256868999926775808"";https://twitter.com/rileyarnie/status/1256868999926775808",,,,,,,,,
";2020-05-03 11:46;1;2;""There's a worrying trend of clueless Kenyans (I'm not referring to the quoted tweet) on twitter complementing NY Gov Cuomo for his Covid-19 response. Infact"," others are comparing Joho to him (lol jokes on you!) Here's a sample of replies to this quoted tweet complementing him: https://twitter.com/cowboybabba/status/1256604287377039363 …pic.twitter.com/goveaS0Y46"";;;;""1256867652246568960"";https://twitter.com/MihrThakar/status/1256867652246568960",,,,,,,,
";2020-05-03 11:23;0;0;""We seek to inform you that your status as a Kenyan on Twitter has been revoked"";;;;""1256862036140703744"";https://twitter.com/goldeng1rll/status/1256862036140703744",,,,,,,,,
";2020-05-03 10:39;0;0;""Steve ogolla you have been brainwashed by this zombified cabal despot Kenyatta indeed his drunkard millions of Kenyans are in dire need of help while you are yelling on twitter https://twitter.com/steveogollaw/status/1256457735555747840 …"";;;;""1256850877656203265"";https://twitter.com/langat_valencia/status/1256850877656203265",,,,,,,,,
";2020-05-03 09:51;0;0;""Malik Obama", half brother to Barack, has already posted the KENYAN birth certificate of Obama on his Twitter feed. That was published, I think," in early 2018. There is a sign in Kenya saying “Welcome to Kenya the birthplace of Barack Obama.”"";;;;""1256838780750893058"";https://twitter.com/TruthQuest11/status/1256838780750893058",,,,,
";2020-05-03 08:32;0;0;""Everywhere on this twitter you will find a reply mentioning Ruto. Heh"";;;;""1256818823140913152"";https://twitter.com/TheKenyanBoy/status/1256818823140913152",,,,,,,,,
";2020-05-03 06:23;19;92;""Hello Nyakundi"," Please alert Kenyans on twitter Mpesa cons have increased during the quarantine period and poor Mamas in the village are falling for them..Yesterday a neighbour of mine was conned 85k...Thanks"";;;;""1256786386427969537"";https://twitter.com/CisNyakundi/status/1256786386427969537",,,,,,,,
";2020-05-03 06:19;0;1;""Laughs in Kenyans On Twitter. https://twitter.com/Protoje/status/1256672590862651395 …"";;;;""1256785316339425283"";https://twitter.com/BeLikeMarvin/status/1256785316339425283",,,,,,,,,
";2020-05-03 02:40;0;1;""despot Uhuru Kenyatta is not even running from the fight like his fellows io yake is on another level nonetheless we won't keep quiet It just shows Kenyans how passionately they hate the truth and can't stand a serious critic # the struggle is real # uhurumustgo"";;;# #;""1256730312966574084"";https://twitter.com/foreveromondi/status/1256730312966574084",,,,,,,,,
";2020-05-03 01:30;0;3;""I give up on Kenyans on Twitter pic.twitter.com/vxTOvpQ24p"";;;;""1256712697858719750"";https://twitter.com/billwesonga/status/1256712697858719750",,,,,,,,,
";2020-05-03 00:26;1;6;""Kenyans on Twitter think everyone else in the country is surviving GoK theft and corruption like they are. Few understand what life in Rural Kenya looks like which is a travesty. https://twitter.com/LarryMadowo/status/1256572219435646976 …"";;;;""1256696608177209344"";https://twitter.com/W_Asherah/status/1256696608177209344",,,,,,,,,
";2020-05-02 23:55;0;0;""If every Kenyan on twitter posted their views about the American Presidential race"," would it be as relevant and as beautiful as Americans posting about how pretty your flag is?"";;;;""1256688751234805760"";https://twitter.com/APOVoter/status/1256688751234805760",,,,,,,,
";2020-05-02 23:44;0;0;""Why do people bitch whenever they've been blocked on Twitter? Those with an ego pride themselves in not blocking others"," to them not blocking symbolizes strength. In my view not blocking shows they have no boundaries or quality standards and will let idiots come and pester them."";;;;""1256686060765171712"";https://twitter.com/KenyanRegista/status/1256686060765171712",,,,,,,,
";2020-05-02 23:41;0;16;""I am walking on the streets of Twitter with # Solidarity today & will follow whoever follows me with # honesty"";;;# #;""1256685229219217411"";https://twitter.com/DavisOkoth2/status/1256685229219217411",,,,,,,,,
";2020-05-02 23:17;0;1;""Just wondering"," Which Kenyan has most followers on Twitter?"";;;;""1256679252738572295"";https://twitter.com/dankinungi/status/1256679252738572295",,,,,,,,
";2020-05-02 23:10;4;99;""It speaks for itself that we haven't met Kenyans on Twitter."";;;;""1256677451717099532"";https://twitter.com/SeanBasquiat/status/1256677451717099532",,,,,,,,,
";2020-05-02 22:56;0;7;""Do you have any idea of Kenyans On twitter"";;;;""1256673955831840768"";https://twitter.com/stephenmambo97/status/1256673955831840768",,,,,,,,,
";2020-05-02 22:54;0;10;""You haven't met Kenyans on Twitter so we'll let this pass."";;;;""1256673390737469440"";https://twitter.com/kenbyatt/status/1256673390737469440",,,,,,,,,
";2020-05-02 21:50;0;1;""A really clumsy Kenyan on Twitter wanted to preach here about how disgusted he is with the female anatomy ( I can't repeat his garbage) so he went on & on.. begging the question"," was he not born of a woman? He thinks his mother's nether regions were made any different?"";;;;""1256657325156380672"";https://twitter.com/bintmashy/status/1256657325156380672",,,,,,,,
";2020-05-02 21:39;0;6;""We don't care....we have twitter here"," tutasemezana huku bado....even us Kenyans we have our on applications but hatueingii alas!!!"";;;;""1256654475969822723"";https://twitter.com/sheltdon_254/status/1256654475969822723",,,,,,,,
";2020-05-02 20:51;0;0;""Ama labda Kenyans on Twitter huwa inarefer to only some individuals .. na hatujui"";;;;""1256642540205477890"";https://twitter.com/seal_var/status/1256642540205477890",,,,,,,,,
";2020-05-02 20:11;0;0;""Hamna haja ya matamshi kama ""your level of ignorance"" maanake hunifahamu and what I do in life. Just argue bila hasira. Relax. The fact is you can't topple a sitting govt on Twitter but it's very healthy to exchange views as Kenyans."";;;;""1256632496764182530"";https://twitter.com/J_Nenez/status/1256632496764182530",,,,,,,,,
";2020-05-02 20:10;0;3;""These images shared on twitter of an Kenyan breath....(credits to the eloquent @ kenyapics ) .... did The Big Apple (New York) breath...? @ LarryMadowopic.twitter.com/NqThykTeiF"";;@ @;;""1256632164332027906"";https://twitter.com/chokwe_t/status/1256632164332027906",,,,,,,,,
";2020-05-02 19:59;0;1;""@ Nelytiez main stream media is running out slowly but this presents cant even use the online platform to build brand presence that are bigger than the main stream media. I know a Kenyan dj who has 10k on YouTube live stream"," 7k on Twitter 12k on Fb he has brands looking for him"";;@;;""1256629291879731206"";https://twitter.com/ohhmuganda/status/1256629291879731206",,,,,,,,
";2020-05-02 19:31;0;0;""I am sharp because everybody around me is sharp. The article was partly guided by the random Kenyan intellectuals I had followed on Twitter"," I doubt the FT article would have crossed my eyes if my timeline was full of retweets"";;;;""1256622382074208257"";https://twitter.com/eyewister/status/1256622382074208257",,,,,,,,
";2020-05-02 18:52;0;0;""The claim that ppl from other countries don't twit abt the bad things by the gvts is not true. If your twitter timeline is on Zimbabwe only u will never know abt other countries", Kenyans South Africans ," British Americans all blast their gvts on twitter. Our problem z the Gvt ."";;;;""1256612506887507969"";https://twitter.com/Lwingal/status/1256612506887507969",,,,,,,
";2020-05-02 18:15;0;1;""But you have money to buy bundles and log in on twitter. Crazy!"";;;;""1256603165320978434"";https://twitter.com/otieno_milongo/status/1256603165320978434",,,,,,,,,
";2020-05-02 18:03;4;7;""See the most followed Kenyans on Twitter # Diana http://apexnewskenya.blogspot.com/2020/05/top-ten-most-followed-kenyans-on.html …pic.twitter.com/UnSdfL9oVI"";;;#;""1256600277869871104"";https://twitter.com/ApexNewsKE/status/1256600277869871104",,,,,,,,,
";2020-05-02 17:46;7;24;""Just a reminder that a Kenyan man on this Twitter had the audacity to tweet that he doesn't wash his penis or posterior because it feels gay. # MasculinitySaturday"";;;#;""1256595983955226624"";https://twitter.com/LevisRyann/status/1256595983955226624",,,,,,,,,
";2020-05-02 17:40;0;4;""# Diana .....celeb my a** you are only bahati's wife nothing more....and you can only follow 400 Kenyans in 24hrs ..how stupid can you be on Twitter https://twitter.com/dianamarua_/status/1256590802085654529 …"";;;#;""1256594422294286338"";https://twitter.com/AnonymousKenya7/status/1256594422294286338",,,,,,,,,
";2020-05-02 16:45;0;1;""Where are owuor slaves.. Those are the O.G 's hawa ni list ya noise makers. no wonder Kenyans on twitter are #1 bullies"";;;#1;""1256580654680113152"";https://twitter.com/ChokoraTwiter/status/1256580654680113152",,,,,,,,,
";2020-05-02 16:41;0;0;""The most influential kenyan on twitter. Here is the list. pic.twitter.com/Wvf0vNUqIy"";;;;""1256579488302981121"";https://twitter.com/SagwePaul/status/1256579488302981121",,,,,,,,,
";2020-05-02 16:29;0;0;""The Kenyan newspaper is nothing to write home about. Half of the news is stale", having already appeared on twitter/facebook. The other half is praising our useless politicians. A few funeral announcements," auctions and adverts. Finally some dull sports news. Not worth it."";;;;""1256576470291537922"";https://twitter.com/OttoSheben/status/1256576470291537922",,,,,,,
";2020-05-02 16:28;3;68;""Well", well! Going by the majority, this list explains the chronic mediocrity pandemic on the KOT streets," and may as well have been called ""Main Reasons for Tomfoolery"," Slay-Queenery and Silly-Goosery by Kenyans on Twitter."" Laughing in advance at the ""wivu"" accusations"";;;;""1256576236509413377"";https://twitter.com/zionpearl/status/1256576236509413377",,,,,
";2020-05-02 16:01;2;190;""This is a list of the most popular Kenyans on twitter the only influential person there is @ BravinYuri"";;@;;""1256569544488955906"";https://twitter.com/Mssophia_/status/1256569544488955906",,,,,,,,,
";2020-05-02 15:57;0;0;""@ DonaldBKipkorir let them call conferences to publicly denounce their dissatisfaction of the mentioned.ranting on Twitter is a few timid and coward people amongst the masses of brave kenyans who have been revolutionarists"";;@;;""1256568396940029953"";https://twitter.com/tollahbahi1/status/1256568396940029953",,,,,,,,,
";2020-05-02 15:50;12;24;""Izo Polls za Most Influential Kenyans on Twitter nka zilifanywa na watu wa Facebook ama Naija Twitter hazireflect shit on the ground labda Billy pekee yake."";;;;""1256566632438259715"";https://twitter.com/kuria_mapesa/status/1256566632438259715",,,,,,,,,
";2020-05-02 15:45;5;13;""@ OsamaOtero na @ Morara wako kwa Top 10 Most Influential Kenyans On Twitter Congrats!!"";;@ @;;""1256565387363311617"";https://twitter.com/Kevin_Wachirah/status/1256565387363311617",,,,,,,,,
";2020-05-02 15:34;10;31;""Hahaha kimeibiwo naweza kosa aje kwa list ya Most Influential Kenyans on Twitter Top 10 buana. It is an insult to my Fans & to their intelligence."";;;;""1256562748282081281"";https://twitter.com/kuria_mapesa/status/1256562748282081281",,,,,,,,,
";2020-05-02 15:31;0;0;""Blame Kenyans on twitter... # KOTDCI"";;;#;""1256561900441276416"";https://twitter.com/G_samwell/status/1256561900441276416",,,,,,,,,
";2020-05-02 14:10;375;2066;""Top 10 Most Influencial Kenyans on twitter pic.twitter.com/OdFkILhSHe"";;;;""1256541632234741760"";https://twitter.com/WanjikuReports/status/1256541632234741760",,,,,,,,,
";2020-05-02 14:10;0;8;""Kenyans on Twitter have turned # MafiaHouseToAfyaHouse - A PR tag pushed by your favorite CS to another money heist like tag! Anakarangwa na heshitegi yake."";;;#;""1256541592569208833"";https://twitter.com/Sam_Lulli/status/1256541592569208833",,,,,,,,,
";2020-05-02 13:59;21;46;""Am creating a list of 50 influential Kenyans on Twitter who are not in mainstream media. To be able to come up with a ranking", we will do some voting here 1 RETWEET = 1 VOTE The list will be published in several blogs. Kindly participate in voting," thank u! # InfluentialKOT"";;;#;""1256538838618517505"";https://twitter.com/DanielMaithyaKE/status/1256538838618517505",,,,,,,
";2020-05-02 13:48;0;0;""Orengo", Raila, Shikuku, and the likes came from an era where you had to marshall like minded Kenyans and lead from the front as you agitated for rights/freedoms on the streets.. 2020," Ndii insults Uhuru on twitter from the comfort of his home.... and he is revered as a freedom f"";;;;""1256535935203901440"";https://twitter.com/element_ki/status/1256535935203901440",,,,,
";2020-05-02 13:13;0;2;""DP has hit 3 million followers. The most followed Kenyan on Twitter no! @ Wamathai"";;@;;""1256527340882006018"";https://twitter.com/oleshitemi/status/1256527340882006018",,,,,,,,,
";2020-05-02 12:27;0;1;""How many trains do you want on twitter!? Kenyans: YES"";;;;""1256515734848577536"";https://twitter.com/WMW0201/status/1256515734848577536",,,,,,,,,
";2020-05-02 12:23;0;0;""But how many Kenyans are on Twitter"," leave alone how many know how to use it"";;;;""1256514752370618368"";https://twitter.com/gideon_edwards/status/1256514752370618368",,,,,,,,
";2020-05-02 12:16;1;3;""Dr.William Ruto is the most followed kenyan on twitter 3M plus. @ WilliamsRuto God is with you. Worry not."";;@;;""1256512854972383235"";https://twitter.com/erickmariita/status/1256512854972383235",,,,,,,,,
";2020-05-02 11:59;0;4;""The Kenyan leaders are immune to the corruption scandles and when they magically make money dissapear and create outragious budgets"," they don't care it doesn't move them. Why? it's becasue they know we Kenyans will make noise about it on twitter for week and do nothing about it."";;;;""1256508662522273794"";https://twitter.com/Isbukosia/status/1256508662522273794",,,,,,,,
";2020-05-02 11:45;58;429;""Well. Today I discovered on Twitter that black people don’t run or jog. It’s only for yts. Kanti all these black people I see winning marathons are just yts in black face? All those Kenyans? Yts? If a black man is running it is likely he is being chased? You never stop learning. pic.twitter.com/PSCR9e5X7L"";;;;""1256504967403315201"";https://twitter.com/zilevandamme/status/1256504967403315201",,,,,,,,,
";2020-05-02 09:49;3;0;""It is True", +254 is full of creativity. Just go online then see the kind of content they are creating. Best of all is that they earn from this through adverts. Everyone knows how amazing Kenyans on Instagram," Tik Tok and Twitter are. # HustleMtaani"";;;#;""1256475765715148800"";https://twitter.com/KoechMmanuel/status/1256475765715148800",,,,,,,
";2020-05-02 09:08;0;1;""Kenyans (esp. on twitter) are very myopic and easy to impress haha. Guys have already forgotten the dude shot someone.. unprovoked ..on camera."";;;;""1256465441897222145"";https://twitter.com/nijjo_/status/1256465441897222145",,,,,,,,,
";2020-05-02 08:31;0;0;""Kenyans have been voted the worst bullies on Twitter for a reason https://twitter.com/Larrymemes254/status/1252548164931981312 …"";;;;""1256456170090500096"";https://twitter.com/AfricanSuperman/status/1256456170090500096",,,,,,,,,
";2020-05-02 08:10;0;12;""Raila is the only Kenyan politician who will never block you on twitter despite differing political views. A true leader"";;;;""1256451049424027648"";https://twitter.com/JouvertAlandwa/status/1256451049424027648",,,,,,,,,
";2020-05-02 08:10;1;3;""Kenyans with 100k followers on Twitter https://twitter.com/chubiei/status/1256263082457935872 …"";;;;""1256451004838617088"";https://twitter.com/BenardRutoKE/status/1256451004838617088",,,,,,,,,
";2020-05-02 06:51;0;1;""# JambokenyaChangamka Hati president anakasirika akiskia Kenyans on Twitter question how 4 millions can be used for tea and snacks??? maajabu!!!! @ OgalTina @ MunaiGenerali @ RadioCitizenFM"";;@ @ @;#;""1256431211649667074"";https://twitter.com/Isaack_Muthusi/status/1256431211649667074",,,,,,,,,
";2020-05-02 06:36;0;0;""# JambokenyaChangamka Hati president anakasirika akiskia Kenyans on Twitter question how 4 millions can be used for tea and snacks?? maajabu!!!! @ OgalTina @ MunaiGenerali @ RadioCitizenFM"";;@ @ @;#;""1256427207423135745"";https://twitter.com/Isaack_Muthusi/status/1256427207423135745",,,,,,,,,
";2020-05-02 01:52;0;8;""Nobody abused the president"," my frien. Ndiì just described what he thinks of Uhuru...he thinks he's not sober enough to lead our country to greater heights. No wonder many folks on Twitter call him Jameson Wanjohi Kinywa. Meaning it's now a popular observation among many Kenyans."";;;;""1256355949062881283"";https://twitter.com/speakkam/status/1256355949062881283",,,,,,,,
";2020-05-02 00:12;0;0;""As a young family always remember this; survey by the United Nations Office on Drugs and Crime (UNODC) has ranked Kenyans as the worst bullies on Twitter. If you carefully analyse the worst comments come from childless pple"";;;;""1256330738141548544"";https://twitter.com/KToss14/status/1256330738141548544",,,,,,,,,
";2020-05-02 00:01;0;5;""This despot denied an account on the two social media platforms because he know he wouldn't be able to answer quiz demanded by Kenyans based on the mess he has done on this country"";;;;""1256327834080964614"";https://twitter.com/irungu34096764/status/1256327834080964614",,,,,,,,,
";2020-05-01 23:48;18;237;""Dr. William Ruto is the most followed kenyan on Twitter. 3M followers!"";;;;""1256324591753936896"";https://twitter.com/Nya_mbariga/status/1256324591753936896",,,,,,,,,
";2020-05-01 23:26;0;1;""Huyu hajui Kenyans On Twitter wallahi."";;;;""1256319060712714240"";https://twitter.com/MercieNjerii/status/1256319060712714240",,,,,,,,,
";2020-05-01 23:01;13;36;""This information should be posted on the official MOH Twitter account. Kenyans shldnt have to rely on personal SM", including Facebook," for official information. It's exploiting legal ATI Act loopholes. What's with the double-negatives? Where's the full report to the NA?"";;;;""1256312767037898757"";https://twitter.com/braga_vance/status/1256312767037898757",,,,,,,
";2020-05-01 22:38;0;0;""It's a good start. Could you also do the same via Radio i.e. have a weekly phone-in session so that you include many Kenyans who are not on Twitter?"";;;;""1256306999429652480"";https://twitter.com/KinyiO/status/1256306999429652480",,,,,,,,,
";2020-05-01 22:02;0;1;""We dont have a media in kenya.They are just a bunch of guys who work for whoever has money.They dont care about kenyans as long as they are paid.","male socialites and wannabe kim kardashians.KENYANS ON TWITTER is the real media"";;;;""1256298002853044226"";https://twitter.com/KelvinMuinde11/status/1256298002853044226",,,,,,,,
";2020-05-01 21:09;0;2;""Ghana"," now that you're trending for no good reason and Kenyans have alot of free time. Can we have a small international friendly on Twitter?. Seems there is no Afcon this year and all countries fear us. I look forward to a positive response . # BAHATI # Ghana # COVID19"";;;# # #;""1256284563267035137"";https://twitter.com/ChiefTicus/status/1256284563267035137",,,,,,,,
";2020-05-01 20:49;0;1;""Naijas on twitter hutweet maswali zingine za kijinga only for Kenyans to copy and paste"";;;;""1256279500545032192"";https://twitter.com/DaveEest/status/1256279500545032192",,,,,,,,,
";2020-05-01 20:33;0;8;""Talk to miguna miguna",,"he blocked half of Kenyans on Twitter"";;;;""1256275558859780096"";https://twitter.com/KanneyOfficial/status/1256275558859780096",,,,,,,
";2020-05-01 20:27;0;0;""Mimi kama mhenga naongeza msemo iongezwe pale kwa kitabu never dare kenyans on twitter"";;;;""1256274040014192641"";https://twitter.com/Mtuwacarwash/status/1256274040014192641",,,,,,,,,
";2020-05-01 19:52;0;0;""Somali patriots on Twitter are geniuses smoking out all the mercenaries by starting from AS mouthpieces", sellout politicians, land grabbers, Wikileaks exposed foreign agents, online radios with Kenyan editors, peddlers of outright lies," fake journalists . . . and now paid bots."";;;;""1256265205476188165"";https://twitter.com/AyanleAbass/status/1256265205476188165",,,
";2020-05-01 19:07;3;16;""Kenyan on Twitter"," if I may ask ""ile maisha mtu anakaa kwake inawahusu nini jameni""... pic.twitter.com/EIURkAsaoI"";;;;""1256253893362814976"";https://twitter.com/Gideon_Kitheka/status/1256253893362814976",,,,,,,,
";2020-05-01 19:01;1;5;""President Uhuru today's comments confirms that since Handshake the only opposition we have in Kenya is KENYANS ON TWITTER (KOT) # LaborDay2020 # DCIKenyaThankYouhttps://twitter.com/ntvkenya/status/1256153377223913472 …"";;;# #;""1256252513118027776"";https://twitter.com/jaredmomanyi488/status/1256252513118027776",,,,,,,,,
";2020-05-01 18:33;5;14;""Kenyans on Twitter have played a big oversight role on the corrupt & incompetent Jubilee government more than the senate & national assembly # KOT demands accountability in government. The government is answerable & always responds"";;;#;""1256245297367470080"";https://twitter.com/Nya_mbariga/status/1256245297367470080",,,,,,,,,
";2020-05-01 18:31;0;0;""It's not just on Twitter . It's a Kenyan thing"";;;;""1256244935893884929"";https://twitter.com/PatricKamau5/status/1256244935893884929",,,,,,,,,
";2020-05-01 18:27;1;1;""But bro he is already a celebrity"," I think he had been through alot of shit growing up than this little insults he is getting on Twitter.Anyway Kenyans are just making fun out of them.Watu wako idle"";;;;""1256243974261612549"";https://twitter.com/AutaryNtukunye/status/1256243974261612549",,,,,,,,
";2020-05-01 18:25;0;2;""lets pray hard may God keep us safe as a family # kenyansontwitter"";;;#;""1256243295954534401"";https://twitter.com/AddiKeita/status/1256243295954534401",,,,,,,,,
";2020-05-01 18:15;0;1;""Kenyans on Twitter have to be the kings of bitterness"," people are so bitter and salty."";;;;""1256240810401697792"";https://twitter.com/laurawith2eyes/status/1256240810401697792",,,,,,,,
";2020-05-01 17:50;1;1;""""Kenyans on Twitter bullies their President out of Twitter"" Washington Post report"";;;;""1256234432601698304"";https://twitter.com/Lusimba_/status/1256234432601698304",,,,,,,,,
";2020-05-01 16:54;0;0;""Kenyans on twitter # KOTLoyals help me please"";;;#;""1256220526583971845"";https://twitter.com/chirchir69/status/1256220526583971845",,,,,,,,,
";2020-05-01 15:08;0;0;""actually @ SpokespersonGoK I stand in for kenyans on Twitter and we need to talk like kuna maswali tunataka majibu.. na uache kujifanya huoni tweets zetu say something"";;@;;""1256193799610564608"";https://twitter.com/spokespersonKOT/status/1256193799610564608",,,,,,,,,
